Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster,order
841,A1,1,9.0,20.573115,-98.213487,9.0,4,0
837,A1,1,8.0,20.517818,-98.172484,8.0,4,1
151,A1,2,13.5,20.5263,-98.1951,27.0,4,2
1614,A1,1,2.0,20.532651,-98.165618,2.0,4,3
1135,A1,1,34.0,20.521526,-98.199297,34.0,4,4
1586,A1,1,56.0,20.516004,-98.171745,56.0,4,5
3217,A1,1,9.0,20.524887,-98.168728,9.0,4,6
3192,A1,1,1.0,20.563547,-98.184457,1.0,4,7
2717,A1,1,1.0,20.56584,-98.194513,1.0,4,8
1132,A1,1,13.0,20.536461,-98.200976,13.0,4,9
496,A1,1,14.0,20.556287,-98.20505,14.0,4,10
3540,A1,2,12.0,20.531862,-98.197489,24.0,4,11
1587,A1,1,12.0,20.531902,-98.166695,12.0,4,12
874,A1,1,11.0,20.527027,-98.194071,11.0,4,13
1143,A1,1,20.0,20.530625,-98.196117,20.0,4,14
2722,A1,1,1.0,20.564592,-98.176813,1.0,4,15
329,A1,1,17.0,20.5554,-98.212024,17.0,4,16
1248,A1,1,10.0,20.556728,-98.2138,10.0,4,17
177,A1,2,14.5,20.546881,-98.177417,29.0,4,18
1215,A1,1,9.0,20.586047,-98.205358,9.0,4,19
184,A1,2,9.5,20.537659,-98.182545,19.0,4,20
2781,A1,1,5.0,20.561693,-98.167755,5.0,4,21
1236,A1,1,3.0,20.548449,-98.181691,3.0,4,22
2662,A1,1,2.0,20.534995,-98.202085,2.0,4,23
2714,A1,1,1.0,20.578925,-98.196844,1.0,4,24
1165,A1,1,7.0,20.547055,-98.194775,7.0,4,25
3259,A1,1,3.0,20.5306,-98.1733,3.0,4,26
2976,A1,1,2.0,20.562339,-98.192008,2.0,4,27
691,A1,1,5.0,20.567627,-98.211859,5.0,4,28
1263,A1,1,10.0,20.539708,-98.199827,10.0,4,29
987,A1,1,2.0,20.552838,-98.179774,2.0,4,30
766,A1,2,63.0,20.556204,-98.190031,126.0,4,31
216,A1,1,53.0,20.537173000000006,-98.165541,53.0,4,32
1027,A1,1,13.0,20.517257,-98.179507,13.0,4,33
2588,A1,1,15.0,20.5291,-98.1695,15.0,4,34
2723,A1,1,28.0,20.55761,-98.175756,28.0,4,35
3534,A1,1,17.0,20.556687,-98.189037,17.0,4,36
78,A1,2,9.5,20.5314,-98.2046,19.0,4,37
1219,A1,1,8.0,20.536162,-98.20853,8.0,4,38
2823,A1,1,10.0,20.568599,-98.178874,10.0,4,39
2297,A1,1,8.0,20.543094,-98.18998,8.0,4,40
1556,A1,1,26.0,20.553799,-98.177086,26.0,4,41
1211,A1,1,14.0,20.571028,-98.211394,14.0,4,42
523,A1,1,1.0,20.568617,-98.186013,1.0,4,43
3240,A1,2,6.5,20.522037,-98.192601,13.0,4,44
3615,A1,1,4.0,20.545123,-98.163692,4.0,4,45
888,A1,1,2.0,20.52878,-98.199587,2.0,4,46
2702,A1,1,22.0,20.548199,-98.16467,22.0,4,47
2545,A1,1,10.0,20.5489,-98.16801,10.0,4,48
1169,A1,1,15.0,20.549691,-98.193979,15.0,4,49
2939,A1,1,12.0,20.549558,-98.171898,12.0,4,50
1166,A1,1,175.0,20.5415,-98.183371,175.0,4,51
2907,A1,1,5.0,20.5441,-98.1667,5.0,4,52
1260,A1,1,22.0,20.562786,-98.202396,22.0,4,53
2680,A1,1,22.0,20.565695,-98.190327,22.0,4,54
3292,A1,1,2.0,20.5204,-98.17399999999999,2.0,4,55
1261,A1,1,9.0,20.542851,-98.187422,9.0,4,56
2880,A1,1,4.0,20.562925,-98.178739,4.0,4,57
3530,A1,1,94.0,20.566409,-98.18421,94.0,4,58
1532,A1,1,41.0,20.550991,-98.173817,41.0,4,59
2852,A1,1,10.0,20.533558,-98.167785,10.0,4,60
55,A1,2,10.5,20.54071,-98.187598,21.0,4,61
3035,A1,2,6.5,20.571859,-98.177098,13.0,4,62
3319,A1,1,6.0,20.5184,-98.166,6.0,4,63
1074,A1,1,7.0,20.519852,-98.176573,7.0,4,64
3263,A1,1,2.0,20.527658,-98.203627,2.0,4,65
3289,A1,1,2.0,20.535249,-98.195939,2.0,4,66
2295,A1,1,12.0,20.574825,-98.19382,12.0,4,67
400,A1,1,38.0,20.551232,-98.175937,38.0,4,68
3258,A1,1,10.0,20.5282,-98.1932,10.0,4,69
1816,A1,1,3.0,20.566887,-98.184117,3.0,4,70
3176,A1,1,4.0,20.52803,-98.191708,4.0,4,71
250,A1,1,66.0,20.536498,-98.172849,66.0,4,72
321,A1,1,19.0,20.554936,-98.214016,19.0,4,73
314,A1,1,3.0,20.545223,-98.207754,3.0,4,74
578,A1,1,5.0,20.523794,-98.192381,5.0,4,75
2771,A1,1,5.0,20.549446,-98.178365,5.0,4,76
2701,A1,1,5.0,20.585784,-98.194453,5.0,4,77
132,A1,2,5.0,20.5493,-98.202245,10.0,4,78
2996,A1,1,7.0,20.565811,-98.169741,7.0,4,79
2979,A1,1,14.0,20.51834,-98.168715,14.0,4,80
2869,A1,1,4.0,20.520577,-98.18702,4.0,4,81
1124,A1,1,2.0,20.549062,-98.201166,2.0,4,82
958,A1,1,17.0,20.516457,-98.167095,17.0,4,83
708,A1,2,17.0,20.530859,-98.17278,34.0,4,84
60,A1,2,4.0,20.529422,-98.204617,8.0,4,85
2212,A1,1,17.0,20.5338,-98.181,17.0,4,86
504,A1,1,2.0,20.53917,-98.196195,2.0,4,87
1216,A1,1,2.0,20.553051,-98.212905,2.0,4,88
788,A1,1,3.0,20.518448,-98.176821,3.0,4,89
1134,A1,1,11.0,20.55832,-98.212207,11.0,4,90
1821,A1,1,85.0,20.567025,-98.192069,85.0,4,91
3606,A1,1,16.0,20.52996,-98.166058,16.0,4,92
1482,A1,1,25.0,20.532431,-98.177908,25.0,4,93
2892,A1,1,19.0,20.547091,-98.17417,19.0,4,94
1338,A1,1,2.0,20.544138,-98.193299,2.0,4,95
699,A1,1,149.0,20.56198,-98.192167,149.0,4,96
2527,A1,1,2.0,20.552848,-98.192467,2.0,4,97
3043,A1,1,2.0,20.554905,-98.171168,2.0,4,98
1270,A1,1,1.0,20.557716,-98.208289,1.0,4,99
