Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster
1811,A1,1,2.0,20.49802,-98.19669,2.0,5
1540,A1,1,8.0,20.492279,-98.20741,8.0,5
668,A1,1,29.0,20.4556,-98.21751,29.0,5
2487,A1,1,16.0,20.492867999999998,-98.187387,16.0,5
2884,A1,1,5.0,20.487542,-98.22897900000001,5.0,5
1741,A1,1,1.0,20.494927,-98.18036500000001,1.0,5
2711,A1,1,2.0,20.4761,-98.1856,2.0,5
2111,A1,1,20.0,20.469407999999998,-98.22774100000001,20.0,5
214,A1,2,11.5,20.473126999999998,-98.21660200000001,23.0,5
490,A1,1,133.0,20.451262,-98.224475,133.0,5
1562,A1,1,18.0,20.505762,-98.185041,18.0,5
2432,A1,1,1.0,20.4907,-98.1855,1.0,5
449,A1,1,80.0,20.475309,-98.204178,80.0,5
2485,A1,1,1.0,20.500372,-98.18612900000001,1.0,5
1506,A1,1,5.0,20.475896,-98.189987,5.0,5
3573,A1,1,1.0,20.474379000000003,-98.224769,1.0,5
522,A1,1,2.0,20.492012,-98.184783,2.0,5
3306,A1,1,7.0,20.501739999999998,-98.198312,7.0,5
1391,A1,1,6.0,20.484753,-98.191092,6.0,5
2674,A1,1,2.0,20.493239000000003,-98.190741,2.0,5
822,A1,1,3.0,20.486871,-98.17848199999999,3.0,5
2956,A1,1,9.0,20.493562,-98.208162,9.0,5
1501,A1,1,81.0,20.482355,-98.212923,81.0,5
3197,A1,1,7.0,20.5012,-98.1935,7.0,5
2210,A1,1,2.0,20.4839,-98.182,2.0,5
1483,A1,1,33.0,20.491592,-98.209378,33.0,5
893,A1,1,1.0,20.492847,-98.207965,1.0,5
3532,A1,1,5.0,20.46404,-98.187116,5.0,5
521,A1,1,4.0,20.471549,-98.18019,4.0,5
1726,A1,1,2.0,20.488047,-98.197218,2.0,5
1744,A1,1,8.0,20.500908,-98.195662,8.0,5
877,A1,1,12.0,20.482573000000002,-98.219762,12.0,5
2602,A1,1,32.0,20.485851,-98.226442,32.0,5
1728,A1,1,1.0,20.498964,-98.187563,1.0,5
1645,A1,1,18.0,20.4777,-98.203324,18.0,5
2750,A1,1,13.0,20.480169,-98.200282,13.0,5
2254,A1,1,11.0,20.4788,-98.2237,11.0,5
307,A1,1,21.0,20.465515,-98.221186,21.0,5
2690,A1,1,17.0,20.482395999999998,-98.221248,17.0,5
1564,A1,1,10.0,20.47624,-98.199277,10.0,5
1371,A1,1,3.0,20.48224,-98.200374,3.0,5
1569,A1,1,3.0,20.468191,-98.190685,3.0,5
563,A1,1,1.0,20.501813000000002,-98.20549799999999,1.0,5
1657,A1,1,91.0,20.492592000000002,-98.22063,91.0,5
1724,A1,1,3.0,20.487798,-98.196297,3.0,5
2733,A1,1,5.0,20.4588,-98.1857,5.0,5
82,A1,2,15.0,20.448693,-98.211302,30.0,5
1041,A1,1,4.0,20.493203,-98.183178,4.0,5
2363,A1,1,12.0,20.497192000000002,-98.189874,12.0,5
1977,A1,2,54.0,20.46286,-98.22565300000001,108.0,5
3339,A1,1,2.0,20.49814,-98.17890200000001,2.0,5
1580,A1,1,16.0,20.467885,-98.179737,16.0,5
3134,A1,1,1.0,20.5026,-98.1966,1.0,5
1473,A1,1,2.0,20.489448,-98.184202,2.0,5
3603,A1,1,4.0,20.5006,-98.1949,4.0,5
1433,A1,1,2.0,20.479534,-98.198791,2.0,5
1441,A1,1,3.0,20.508889,-98.189631,3.0,5
1117,A1,1,2.0,20.475985,-98.183184,2.0,5
2967,A1,1,2.0,20.4538,-98.1892,2.0,5
959,A1,1,61.0,20.460453,-98.191795,61.0,5
230,A1,2,26.0,20.487251999999998,-98.175219,52.0,5
2747,A1,1,10.0,20.4821,-98.2039,10.0,5
131,A1,2,10.5,20.467558,-98.21856,21.0,5
343,A1,1,69.0,20.448334,-98.213647,69.0,5
109,A1,2,11.5,20.485352,-98.192131,23.0,5
2315,A1,1,2.0,20.46782,-98.201188,2.0,5
901,A1,1,4.0,20.485441,-98.179245,4.0,5
2373,A1,1,2.0,20.486655,-98.20688,2.0,5
2192,A1,1,5.0,20.5103,-98.1935,5.0,5
2283,A1,1,1.0,20.480601,-98.18448000000001,1.0,5
1692,A1,1,1.0,20.50018,-98.174711,1.0,5
1295,A1,1,99.0,20.482848999999998,-98.192326,99.0,5
3444,A1,1,7.0,20.4865,-98.1931,7.0,5
2125,A1,1,21.0,20.480218,-98.229824,21.0,5
1362,A1,1,13.0,20.462551,-98.190426,13.0,5
2673,A1,1,21.0,20.4837,-98.2052,21.0,5
1632,A1,1,2.0,20.49233,-98.21726,2.0,5
808,A1,1,44.0,20.493617,-98.18623199999999,44.0,5
23,A1,2,10.0,20.465644,-98.222902,20.0,5
3447,A1,1,5.0,20.4662,-98.1904,5.0,5
1046,A1,1,8.0,20.494085000000002,-98.185804,8.0,5
2651,A1,1,7.0,20.494376000000003,-98.21049000000001,7.0,5
2613,A1,1,1.0,20.493636,-98.186409,1.0,5
3331,A1,1,12.0,20.4839,-98.1772,12.0,5
979,A1,2,33.0,20.494654999999998,-98.199026,66.0,5
896,A1,1,2.0,20.505839,-98.181377,2.0,5
1862,A1,1,3.0,20.498278,-98.19349,3.0,5
671,A1,1,78.0,20.471764,-98.190457,78.0,5
3620,A1,1,1.0,20.511046,-98.203215,1.0,5
1843,A1,1,52.0,20.482626,-98.196598,52.0,5
1308,A1,1,60.0,20.500354,-98.20098399999999,60.0,5
146,A1,2,17.0,20.480215,-98.177162,34.0,5
3087,A1,1,27.0,20.5138,-98.1964,27.0,5
160,A1,2,25.5,20.4616,-98.1946,51.0,5
3193,A1,1,2.0,20.506596,-98.201981,2.0,5
2,A1,1,17.0,20.458128,-98.221248,17.0,5
919,A1,1,15.0,20.472431,-98.17997199999999,15.0,5
1609,A1,1,164.0,20.491723999999998,-98.189953,164.0,5
520,A1,1,1.0,20.468638000000002,-98.191826,1.0,5
2494,A1,1,35.0,20.486852,-98.20604,35.0,5
