Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster
1074,A1,1,7.0,20.519852,-98.176573,7.0,4
151,A1,2,13.5,20.5263,-98.1951,27.0,4
2722,A1,1,1.0,20.564592,-98.176813,1.0,4
2297,A1,1,8.0,20.543094,-98.18998,8.0,4
1215,A1,1,9.0,20.586047,-98.20535799999999,9.0,4
874,A1,1,11.0,20.527027,-98.194071,11.0,4
60,A1,2,4.0,20.529422,-98.204617,8.0,4
1587,A1,1,12.0,20.531902,-98.16669499999999,12.0,4
496,A1,1,14.0,20.556287,-98.20505,14.0,4
1263,A1,1,10.0,20.539707999999997,-98.199827,10.0,4
523,A1,1,1.0,20.568617,-98.186013,1.0,4
888,A1,1,2.0,20.528779999999998,-98.199587,2.0,4
3217,A1,1,9.0,20.524887,-98.168728,9.0,4
2295,A1,1,12.0,20.574825,-98.19382,12.0,4
2702,A1,1,22.0,20.548199,-98.16467,22.0,4
2869,A1,1,4.0,20.520577,-98.18701999999999,4.0,4
1248,A1,1,10.0,20.556728,-98.2138,10.0,4
1216,A1,1,2.0,20.553051,-98.212905,2.0,4
3035,A1,2,6.5,20.571859,-98.177098,13.0,4
2527,A1,1,2.0,20.552848,-98.19246700000001,2.0,4
1532,A1,1,41.0,20.550991,-98.173817,41.0,4
1132,A1,1,13.0,20.536461,-98.200976,13.0,4
2701,A1,1,5.0,20.585784,-98.194453,5.0,4
1821,A1,1,85.0,20.567025,-98.19206899999999,85.0,4
1338,A1,1,2.0,20.544138,-98.193299,2.0,4
578,A1,1,5.0,20.523794,-98.19238100000001,5.0,4
3615,A1,1,4.0,20.545123,-98.163692,4.0,4
2939,A1,1,12.0,20.549557999999998,-98.171898,12.0,4
3289,A1,1,2.0,20.535249,-98.195939,2.0,4
2717,A1,1,1.0,20.565839999999998,-98.194513,1.0,4
788,A1,1,3.0,20.518448,-98.17682099999999,3.0,4
1165,A1,1,7.0,20.547055,-98.194775,7.0,4
3292,A1,1,2.0,20.5204,-98.174,2.0,4
2880,A1,1,4.0,20.562925,-98.17873900000001,4.0,4
2823,A1,1,10.0,20.568599,-98.178874,10.0,4
3240,A1,2,6.5,20.522037,-98.192601,13.0,4
958,A1,1,17.0,20.516457,-98.16709499999999,17.0,4
2662,A1,1,2.0,20.534995000000002,-98.202085,2.0,4
2723,A1,1,28.0,20.55761,-98.175756,28.0,4
177,A1,2,14.5,20.546881,-98.177417,29.0,4
2907,A1,1,5.0,20.5441,-98.1667,5.0,4
766,A1,2,63.0,20.556204,-98.190031,126.0,4
2771,A1,1,5.0,20.549446,-98.178365,5.0,4
