Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon,Vol_total,Cluster
902,A1,1,4.0,20.499343,-98.22124000000001,4.0,3
1449,A1,1,14.0,20.505724,-98.243537,14.0,3
1661,A1,1,81.0,20.499667000000002,-98.219605,81.0,3
1335,A1,1,1.0,20.521893,-98.21436700000001,1.0,3
795,A1,1,6.0,20.508035,-98.242746,6.0,3
2387,A1,1,7.0,20.530102,-98.265963,7.0,3
2427,A1,1,1.0,20.520119,-98.230788,1.0,3
3141,A1,1,2.0,20.517803,-98.22997,2.0,3
1523,A1,1,2.0,20.505833,-98.231015,2.0,3
686,A1,1,3.0,20.524632999999998,-98.229555,3.0,3
459,A1,1,38.0,20.495082999999997,-98.22645,38.0,3
421,A1,1,55.0,20.521807,-98.253224,55.0,3
260,A1,1,41.0,20.502183,-98.21794200000001,41.0,3
2623,A1,1,2.0,20.547186,-98.230448,2.0,3
3157,A1,1,10.0,20.532055,-98.23491700000001,10.0,3
2337,A1,1,7.0,20.495160000000002,-98.235875,7.0,3
978,A1,1,3.0,20.533967999999998,-98.221086,3.0,3
814,A1,1,7.0,20.527581,-98.251768,7.0,3
346,A1,1,108.0,20.502366000000002,-98.246438,108.0,3
1394,A1,1,3.0,20.509098,-98.211881,3.0,3
3218,A1,1,1.0,20.516524,-98.207832,1.0,3
3098,A1,1,6.0,20.506101,-98.239886,6.0,3
2675,A1,1,12.0,20.512954999999998,-98.210511,12.0,3
1353,A1,1,2.0,20.521223000000003,-98.220701,2.0,3
562,A1,1,10.0,20.506997,-98.22242299999999,10.0,3
3522,A1,1,4.0,20.515623,-98.21208,4.0,3
658,A1,1,1.0,20.538589,-98.242587,1.0,3
2804,A1,1,2.0,20.507791,-98.240602,2.0,3
126,A1,2,24.5,20.494344,-98.226674,49.0,3
1140,A1,1,13.0,20.544621,-98.229601,13.0,3
803,A1,1,7.0,20.504828,-98.214249,7.0,3
487,A1,1,47.0,20.513482999999997,-98.220649,47.0,3
405,A1,1,29.0,20.535768,-98.22482,29.0,3
3219,A1,1,3.0,20.545531,-98.242267,3.0,3
2844,A1,1,2.0,20.507898,-98.225921,2.0,3
2484,A1,1,2.0,20.543103,-98.24501,2.0,3
2757,A1,1,16.0,20.533879000000002,-98.257161,16.0,3
2857,A1,1,21.0,20.548136,-98.22385200000001,21.0,3
461,A1,1,37.0,20.539698,-98.22214,37.0,3
328,A1,1,12.0,20.50894,-98.237915,12.0,3
1251,A1,1,2.0,20.529621,-98.216601,2.0,3
468,A1,1,10.0,20.5277,-98.225408,10.0,3
142,A1,3,18.33333333,20.502078,-98.218762,54.99999998999999,3
2904,A1,1,3.0,20.523512,-98.258533,3.0,3
870,A1,1,60.0,20.533441,-98.21768900000001,60.0,3
2922,A1,1,2.0,20.522713,-98.23190699999999,2.0,3
560,A1,1,2.0,20.505129,-98.245211,2.0,3
1822,A1,1,118.0,20.526621,-98.216251,118.0,3
3598,A1,1,2.0,20.536773999999998,-98.21295500000001,2.0,3
121,A1,1,1.0,20.52385,-98.213734,1.0,3
2973,A1,1,1.0,20.53784,-98.227597,1.0,3
2949,A1,1,19.0,20.529301,-98.238073,19.0,3
1174,A1,1,2.0,20.538538,-98.249588,2.0,3
9,A1,1,15.0,20.5751,-98.2281,15.0,3
2464,A1,1,22.0,20.493304000000002,-98.22930600000001,22.0,3
2896,A1,1,1.0,20.529511,-98.210433,1.0,3
1828,A1,2,1.0,20.537119,-98.227251,2.0,3
722,A1,1,138.0,20.514684,-98.212866,138.0,3
661,A1,1,38.0,20.528892000000003,-98.213565,38.0,3
3010,A1,1,43.0,20.506822,-98.25277700000001,43.0,3
1205,A1,1,2.0,20.544422,-98.213662,2.0,3
2987,A1,1,1.0,20.53195,-98.215645,1.0,3
303,A1,2,40.5,20.520522,-98.233359,81.0,3
2699,A1,1,2.0,20.512653,-98.216383,2.0,3
1834,A1,1,78.0,20.497664999999998,-98.235835,78.0,3
1242,A1,1,57.0,20.549763000000002,-98.221254,57.0,3
614,A1,1,1.0,20.53215,-98.241295,1.0,3
783,A1,1,40.0,20.513482,-98.253556,40.0,3
1824,A1,2,33.0,20.517169,-98.203609,66.0,3
728,A1,1,7.0,20.524449,-98.22460799999999,7.0,3
285,A1,1,4.0,20.533870999999998,-98.225585,4.0,3
644,A1,1,3.0,20.515329,-98.213401,3.0,3
3202,A1,1,1.0,20.516354999999997,-98.220433,1.0,3
